0.00, 90.98, 92.15
0.00, 91.21, 91.27
0.00, 89.35, 93.09
0.00, 90.28, 92.59
0.00, 89.56, 93.15
0.00, 90.41, 92.76
0.00, 92.24, 90.73
0.00, 88.28, 93.54
0.00, 91.05, 92.94
0.00, 90.89, 93.47
0.00, 88.54, 92.44
0.00, 91.06, 91.56
0.00, 91.66, 92.69
0.00, 88.12, 92.64
0.00, 91.58, 93.56
0.00, 90.50, 93.47
0.00, 89.47, 90.72
0.00, 90.57, 93.36
0.00, 92.75, 93.17
0.00, 88.48, 94.07
0.00, 90.81, 93.25
0.00, 92.08, 90.48
0.00, 88.58, 94.08
0.00, 91.64, 92.48
0.00, 91.69, 93.95
0.00, 88.43, 93.31
0.00, 91.56, 93.82
0.00, 91.82, 90.62
0.00, 89.14, 94.05
0.00, 90.32, 93.01
0.00, 91.55, 93.59
0.00, 91.68, 93.25
0.00, 88.68, 93.83
0.00, 91.50, 93.44
0.00, 91.60, 90.71
0.00, 89.13, 94.26
0.00, 91.41, 93.85
0.00, 92.10, 93.28
0.00, 88.92, 93.85
0.00, 91.63, 93.40
0.00, 91.37, 91.36
0.00, 89.03, 94.12
0.00, 91.50, 93.30
0.00, 92.13, 93.92
0.00, 88.72, 92.79
0.00, 91.69, 91.97
0.00, 91.91, 93.15
0.00, 89.34, 93.11
0.00, 91.14, 94.08
0.00, 91.77, 93.94
0.00, 88.67, 93.53
0.00, 91.17, 90.67
0.00, 92.45, 94.14
0.00, 89.33, 93.65
0.00, 91.50, 93.21
0.00, 91.88, 93.80
0.00, 88.63, 93.41
0.00, 91.64, 91.30
0.00, 91.09, 93.65
0.00, 91.60, 93.05
0.00, 88.84, 93.88
0.00, 91.72, 93.63
0.00, 91.81, 93.79
0.00, 88.48, 93.36
0.00, 91.84, 91.71
0.00, 91.47, 93.68
0.00, 88.90, 93.57
0.00, 91.21, 93.75
0.00, 91.78, 93.68
0.00, 88.78, 93.76
0.00, 91.56, 91.39
0.00, 91.34, 93.85
0.00, 88.87, 93.74
0.00, 91.28, 93.20
0.00, 91.84, 93.82
0.00, 88.41, 93.69
0.00, 90.96, 93.05
0.00, 92.03, 92.05
0.00, 90.69, 93.25
0.00, 88.62, 93.77
0.00, 91.60, 93.34
0.00, 89.74, 93.82
0.00, 91.47, 91.05
0.00, 90.59, 93.01
0.00, 89.39, 94.29
0.00, 90.62, 92.81
0.00, 92.59, 94.08
0.00, 88.38, 93.71
0.00, 91.18, 93.33
0.00, 91.66, 91.21
0.00, 88.58, 93.31
0.00, 91.80, 93.74
0.00, 90.31, 92.59
0.00, 89.72, 93.79
0.00, 91.21, 91.67
0.00, 91.46, 92.86
0.00, 88.34, 93.45
0.00, 90.91, 93.07
0.00, 90.71, 93.62
0.00, 88.46, 91.54
0.00, 89.82, 92.21
0.00, 86.41, 93.80
0.00, 89.21, 92.34
0.00, 86.11, 93.74
0.00, 89.40, 90.32
0.00, 86.21, 93.94
0.00, 89.59, 93.36
0.00, 86.30, 92.82
0.00, 90.01, 93.54
0.00, 86.40, 93.34
0.00, 88.98, 90.45
0.00, 87.56, 93.94
0.00, 88.69, 93.59
0.00, 87.59, 93.33
0.00, 88.84, 92.86
0.00, 87.68, 91.21
0.00, 89.26, 93.17
0.00, 89.62, 93.06
0.00, 87.28, 93.97
0.00, 89.86, 92.44
0.00, 87.47, 90.89
0.00, 89.93, 93.31
0.00, 86.65, 93.33
0.00, 89.93, 93.34
0.00, 89.48, 92.84
0.00, 88.22, 93.59
0.00, 89.77, 93.41
0.00, 87.52, 91.24
0.00, 90.98, 93.62
0.00, 87.64, 93.27
0.00, 90.08, 93.42
0.00, 90.48, 92.95
0.00, 87.76, 91.18
0.00, 90.49, 93.50
0.00, 87.22, 92.42
0.00, 91.59, 93.80
0.00, 89.37, 92.19
0.00, 88.58, 91.26
0.00, 90.79, 92.24
0.00, 88.45, 93.44
0.00, 90.35, 93.22
0.00, 91.04, 90.39
0.00, 88.95, 93.16
0.00, 90.10, 93.42
0.00, 89.36, 93.09
0.00, 91.27, 90.24
0.00, 91.39, 93.65
0.00, 88.87, 93.15
0.00, 90.94, 93.01
0.00, 91.21, 93.21
0.00, 87.92, 92.76
0.00, 90.27, 92.69
0.00, 91.48, 91.65
0.00, 87.81, 92.38
0.00, 91.01, 94.03
0.00, 90.58, 92.56
0.00, 87.83, 94.00
0.00, 91.71, 91.00
0.00, 88.00, 93.53
0.00, 90.37, 93.50
0.00, 90.68, 92.99
0.00, 87.66, 93.68
0.00, 91.58, 91.99
0.00, 87.53, 92.97
0.00, 91.03, 93.71
0.00, 90.79, 93.41
0.00, 88.31, 93.62
0.00, 90.67, 93.18
0.00, 91.37, 92.98
0.00, 88.28, 91.94
0.00, 91.11, 92.72
0.00, 90.87, 94.29
0.00, 88.49, 92.89
0.00, 90.98, 94.20
0.00, 89.30, 90.79
0.00, 90.18, 94.28
0.00, 92.28, 92.56
0.00, 89.93, 93.63
0.00, 89.07, 94.00
0.00, 91.26, 94.12
0.00, 88.30, 93.02
0.00, 91.26, 92.14
0.00, 91.28, 93.25
0.00, 88.16, 93.83
0.00, 91.34, 93.43
0.00, 91.24, 94.06
0.00, 88.62, 91.30
0.00, 90.75, 94.08
0.00, 88.97, 93.79
0.00, 90.20, 93.21
0.00, 92.11, 94.43
0.00, 87.83, 94.23
0.00, 90.55, 93.76
0.00, 89.00, 91.77
0.00, 90.28, 93.96
0.00, 91.45, 93.40
0.00, 89.89, 93.78
0.00, 87.94, 94.29
0.00, 91.93, 93.24
0.00, 90.02, 93.71
0.00, 88.82, 94.22

